cycle,chI,chV,chT,disI,disV,BCt,SOH,battery_id,RUL
31,0.08530574987323049,0.6693505383718745,0.4428415190814231,0.9615781312525009,0.5784206386660374,0.5990616434567665,0.7845426606572783,B18,101
32,0.08574993302341433,0.6683380191628793,0.4590506538619538,0.9613296660946257,0.5775929509614195,0.5934739651606239,0.7784117798129823,B18,100
33,0.0897342923798743,0.6677211912527442,0.4685808902971101,0.9593611093085881,0.5750138706427047,0.5804803395838551,0.7641549872912192,B18,99
34,0.0933954283898454,0.6660093492522284,0.45622875741319435,0.9575070706248627,0.5715167851800902,0.5710302079210798,0.7537861671629575,B18,98
35,0.09079494674866481,0.665371788068826,0.4453186846239472,0.9587804299802146,0.5737860970863743,0.5608565197593386,0.742623450456508,B18,97
36,0.09398717899783157,0.6623789162015811,0.43950496553342333,0.957174506813404,0.5705126805600573,0.5501318468383923,0.7308561853622285,B18,96
37,0.10174591748038858,0.6643061908838085,0.4383919722236859,0.9531982343110239,0.5647535643077704,0.5375156062358114,0.7170134650519562,B18,95
38,0.09888064786831072,0.6618287892895154,0.4545432408477354,0.9546247070256656,0.5662136008537327,0.5312820629580705,0.7101739318777047,B18,94
39,0.10279233297029662,0.6604499696785017,0.46093374865159564,0.9526761753652537,0.5629576888425402,0.5220400059765595,0.7000334142768805,B18,93
40,0.07816557941904102,0.6637779594423586,0.4275708004373057,0.9651931953336879,0.5806468263331761,0.5924241339844696,0.777259889974935,B18,92
41,0.09265324148472653,0.6651590545830389,0.43888006923027106,0.9579186569732817,0.5716007682737274,0.5620776921969259,0.7439633383864143,B18,91
42,0.09353757329021835,0.6620248498479716,0.4298791084882369,0.9574690300148363,0.5706505335372211,0.5428862218875371,0.7229061816466003,B18,90
43,0.09762508443083925,0.6599940836654825,0.42050246228503824,0.9553871370612333,0.5669430453833223,0.5247731519970266,0.7030322613280969,B18,89
44,0.10179841718015654,0.6602302221761782,0.4094961862739214,0.9532796989763678,0.5627476949463888,0.5185190242297731,0.6961701425564328,B18,88
45,0.1023675833669661,0.6585894703355699,0.4086837112882926,0.9529454381030422,0.5626700490490882,0.5010049786878589,0.676953480352912,B18,87
46,0.06556845115769076,0.667135635558661,0.4184699691221158,0.9716670721444731,0.5903892797172866,0.6498883630442458,0.8403104670665883,B18,86
47,0.06965287949466432,0.6690881393144711,0.42506634247602515,0.9696845181025447,0.5881335693992672,0.6383854398414235,0.8276892945903299,B18,85
48,0.07361993699104037,0.6688468604485351,0.42099302618234896,0.9676828358462045,0.5862431111573255,0.6148535266948134,0.8018697416572987,B18,84
49,0.07762716159289676,0.6670666130099993,0.41954425630627473,0.9656333423780498,0.5823711753411728,0.5943829155066651,0.779409093181726,B18,83
50,0.08457214266928972,0.6655311739678207,0.4160410677311611,0.9619999724027576,0.5755968169761273,0.5749623196216652,0.7581005365709705,B18,82
51,0.08151250446165849,0.668056650593524,0.450392728487552,0.9635783379095579,0.5792728828477229,0.5814876877788869,0.7652602641924839,B18,81
52,0.08241890751594579,0.6649255547788759,0.44880986501415193,0.9631660356450301,0.5776425085061233,0.5592790861709289,0.7408926676773722,B18,80
53,0.0933416843356578,0.6651924055683724,0.4384126899672306,0.9576327009677128,0.5715757499219003,0.5353775952643026,0.7146676087203326,B18,79
54,0.09073222435693218,0.661546999768291,0.4309571879261511,0.9589634786298873,0.5721568456214656,0.5199425930844838,0.6977321027408431,B18,78
55,0.09436482868385655,0.6612554705480883,0.428083719505165,0.9570396015549077,0.5683720420683613,0.5126585108101738,0.6897399030978114,B18,77
56,0.08045798813126477,0.6629309595346923,0.430361180965858,0.9640752358290969,0.5788657326357702,0.5896944142002577,0.7742648022393219,B18,76
57,0.08409180768722074,0.6654712654643891,0.4420131041342462,0.962263579266832,0.5778440834842974,0.5520202995505679,0.7329282227890134,B18,75
58,0.0884568141545264,0.6620165610749694,0.44215203181506396,0.9600314763586612,0.5739351006422224,0.5211990495293405,0.6991107047900587,B18,74
59,0.09294785843319062,0.6598200156973701,0.43798155046977755,0.9577561793948377,0.5692150385401917,0.49718494087814075,0.672762080026907,B18,73
60,0.0972719226369306,0.6597597874356098,0.4320666479513876,0.9556027207931163,0.5660540984834103,0.49095110044857265,0.6659222208134017,B18,72
61,0.0977818610528493,0.6596759458209107,0.42970844442764283,0.955300707643651,0.5661110048753446,0.4835496364798493,0.6578012282901107,B18,71
62,0.09848935659402201,0.6572514809773926,0.4392355581592729,0.9549600739172069,0.5650490567771879,0.4655087899130174,0.6380065524391998,B18,70
63,0.10290600624589477,0.6578731567869716,0.43839437859211955,0.9527125944717536,0.561940039356407,0.4558039274909227,0.6273582380648488,B18,69
64,0.10370166689781471,0.6556380704059079,0.43883783100763696,0.952353565000147,0.5605296637161153,0.4383184963268821,0.6081729719675196,B18,68
65,0.10438482128567374,0.6539307009922833,0.43482269208601954,0.9519874999808379,0.5582379095177908,0.4291942189138782,0.5981616838001315,B18,67
66,0.10129681990475632,0.6535133918275299,0.43065113934000965,0.9535464765056628,0.5612813649623467,0.42858383947985196,0.5974919667223985,B18,66
67,0.1057723482060624,0.6543349903919079,0.4260981124109854,0.9512460626273879,0.5583069981986216,0.41796167190699435,0.5858371719676256,B18,65
68,0.1099199019437971,0.6502635740452105,0.4282346765182738,0.9491026879501822,0.5535224457291176,0.4001142088775296,0.5662546793101627,B18,64
69,0.10722904803576166,0.6497170660696352,0.4286023797722912,0.9504780172938757,0.5553369010290858,0.394323346139881,0.5599008615796963,B18,63
70,0.10769206469510731,0.6476956824879471,0.42791087034117226,0.9502801120448202,0.5530545630238881,0.3885735637607152,0.5535921178083201,B18,62
71,0.09872219202720671,0.6522248416327002,0.43563828347321604,0.9548183979474122,0.5619141474428374,0.43062912623071264,0.5997360847079592,B18,61
72,0.10328837769142772,0.6532601136296728,0.45163712253047017,0.9524537087562319,0.5599563146909106,0.41976046690812985,0.5878108356667126,B18,60
73,0.1079391446046569,0.6486845560624658,0.45333950065591366,0.9500794341641065,0.5539061310209846,0.39406259604881205,0.5596147628364015,B18,59
74,0.10878628134493376,0.6494145758952778,0.4493921675561438,0.9496802737159145,0.554100308738493,0.38410883964227577,0.5486933584091497,B18,58
75,0.10965983322254855,0.6486378142556255,0.440100264207401,0.9492742441106019,0.5519093682949525,0.3737927638298637,0.5373744119282444,B18,57
76,0.106313807681052,0.6480241293648265,0.43907986281299777,0.9509034225935293,0.5539145341949897,0.3708589961519614,0.5341554399143302,B18,56
77,0.11106266051364197,0.6484100186159706,0.44453910600131835,0.9484750690399597,0.5502983976058279,0.3626573622545712,0.5251564894579168,B18,55
78,0.10756711948648578,0.6460097956981314,0.457141671419775,0.950293547170937,0.5532480625899473,0.3564311843633306,0.5183250376914688,B18,54
79,0.11210092097195314,0.6443284126052721,0.4515244018649757,0.9480123999807415,0.5505434920958172,0.3451700242142499,0.5059691311085684,B18,53
80,0.11303108935620419,0.6421973819836007,0.44192610829011925,0.9475781944577013,0.548047057801402,0.3335693056665761,0.49324065617595997,B18,52
81,0.10926551779261526,0.6440341881200772,0.4304304070834066,0.9494606666195912,0.5516673871058569,0.33914465619079665,0.4993580108119175,B18,51
82,0.11409519277073518,0.6437731532516944,0.4365794739764184,0.9469372494760608,0.5478829556634484,0.3275224015484868,0.4866059061671005,B18,50
83,0.11451124595028915,0.6442600532536173,0.45099163240021883,0.9467299685831758,0.5477192172140614,0.3238193074934574,0.4825428182076091,B18,49
84,0.11504755790326456,0.6429988062978612,0.4604166381293652,0.9464653382720626,0.5473332445961042,0.3117677051965017,0.46931962715232023,B18,48
85,0.11986820659678171,0.6426785711630294,0.4532140248439501,0.9440898677067413,0.5433032829883719,0.30751947902519644,0.4646584124088339,B18,47
86,0.10544483066795274,0.6440055610775131,0.44687988544770396,0.9513571251285355,0.5544938998771413,0.35846431882598956,0.5205558220119578,B18,46
87,0.10675226032532034,0.6426638049587007,0.4525865946375546,0.9507074197200255,0.5533078818826812,0.3389190086543917,0.49911042709553416,B18,45
88,0.1117234337312277,0.642510799900115,0.4414293553170429,0.9481193339404721,0.5493838586841551,0.3278610923443638,0.48697752257065086,B18,44
89,0.11277777739021361,0.6383488697688884,0.4365639176824926,0.9476629782347702,0.5473993064817283,0.3114597035527769,0.46898168332709994,B18,43
90,0.1217046156417377,0.6399774404349831,0.423091296077109,0.9430925208511369,0.5401998141168178,0.29680174318156993,0.45289875877537605,B18,42
91,0.10393731489295288,0.6433045521972384,0.4515645516983232,0.9520877916383933,0.5546084083960854,0.3411818122759768,0.501593207714375,B18,41
92,0.11303277781878897,0.6403494707848151,0.45975205152040843,0.9475224587651632,0.5472796552711895,0.3113937900972006,0.4689093621373774,B18,40
93,0.11385634773002758,0.6395973422666917,0.4657515437124912,0.9470601015736669,0.5460465725458564,0.30162058728281194,0.45818606370348947,B18,39
94,0.11438118745581731,0.6389381098536173,0.46781485045914706,0.946803500161126,0.5459183034241399,0.2969218524048789,0.4530305443394991,B18,38
95,0.11519058970630662,0.6360459799972896,0.4598662466276058,0.9463396965929213,0.5429669065596979,0.2857132174193633,0.4407322691201191,B18,37
96,0.11140560862207978,0.6370000329381389,0.4596350787591129,0.9483490705699302,0.5468323115438577,0.2888510634367463,0.4441751588179,B18,36
97,0.116265242832057,0.6361505380998619,0.46158211525475884,0.9458661843115607,0.5432381413976507,0.27570180015560236,0.42974759837253385,B18,35
98,0.12107459483584708,0.6377545286060261,0.462175366685064,0.9433664868662373,0.5403513567186775,0.27197216962503784,0.42565539421112086,B18,34
99,0.12203188233375588,0.63762555831355,0.46761896613660836,0.9428422053752991,0.5395249762423477,0.26720470956303716,0.42042446858854027,B18,33
100,0.11913726860876953,0.6349751603331627,0.4668213728311751,0.9443481096142148,0.539283030080576,0.2549539418129215,0.4069827503387893,B18,32
101,0.12268321387904689,0.6368976690841226,0.4622034989195741,0.942578178060213,0.5385665299972724,0.2621414972196183,0.4148690393169157,B18,31
102,0.12296010376827858,0.6326443723469826,0.4642035818747322,0.942319324042979,0.5356571985307387,0.24560648847656794,0.3967265903443443,B18,30
103,0.12364278344809478,0.6349553813842644,0.4696217486160876,0.942054599617623,0.537064347263734,0.24903381813092748,0.40048710564450013,B18,29
104,0.12421603207145203,0.6351100251423204,0.472990168240684,0.9417797351498717,0.5367856711700342,0.24291062806467564,0.39376865359813884,B18,28
105,0.12474141527981851,0.6317031323194489,0.47370612366698656,0.9415100152210395,0.5344336730868462,0.2301660173013839,0.37978508370462727,B18,27
106,0.10249238821338998,0.6439876985673705,0.4112594803874477,0.9528338241126025,0.5554443355758382,0.3478230181024614,0.508880034089596,B18,26
107,0.10737708066785383,0.6437635087778246,0.44094293937168527,0.9503749698077406,0.5523608790479955,0.3361033340470397,0.496021028493998,B18,25
108,0.1124445633654775,0.6439406206375851,0.4601134696095438,0.9478465594382565,0.5496744601205638,0.32253675180812996,0.48113557969705717,B18,24
109,0.11410199753866862,0.6426861543635491,0.452497017685564,0.9469975490196089,0.5484637619341488,0.3114507863210392,0.468971899212419,B18,23
110,0.11426850369898629,0.6411465849973873,0.44272712246962964,0.9468865887368787,0.5461003473075509,0.29604471754122835,0.4520681393747888,B18,22
111,0.11556416250591109,0.6395248900999013,0.434222559010777,0.9462299553967933,0.544941815628633,0.29502569458458616,0.4509500527574769,B18,21
112,0.11971407726715048,0.6396041497043737,0.44277408354258924,0.9441102022204206,0.5417902257537012,0.27805953415664486,0.4323345379665501,B18,20
113,0.11525738177791472,0.6379447341652774,0.4650990237485875,0.9461917944747971,0.5438753952887315,0.2739746457371467,0.427852539749252,B18,19
114,0.11599952932625537,0.6386395295726941,0.4877617058923153,0.9459335377343407,0.5437412899609393,0.26797803385745306,0.42127297110636264,B18,18
115,0.12143674224390619,0.6384394026944548,0.4779587430151136,0.9432808500758804,0.5390781518516207,0.26341887751868803,0.41627059931936244,B18,17
116,0.1126127131543533,0.6356213342369471,0.45580704453253823,0.9477509013083917,0.5449465342902957,0.2659010862162619,0.4189941143373984,B18,16
117,0.11831986074486471,0.6358847668312388,0.4465064387650379,0.9448585654357446,0.5402239026714326,0.25225123815467543,0.40401730508443845,B18,15
118,0.11888583812952812,0.6324361112723782,0.43929234285891383,0.9445934623849548,0.5390741278542127,0.2392444135696787,0.3897460304213635,B18,14
119,0.11945698734140253,0.6317005215157544,0.43492258693889946,0.9443265228796841,0.5380853697738198,0.23274266574570202,0.3826122193685819,B18,13
120,0.12272042837176252,0.6297787047270652,0.42507739997563937,0.9426648768960324,0.5348505232215514,0.21827378443614961,0.36673675507776105,B18,12
121,0.10733192722577596,0.6405482237841791,0.4131275410398612,0.9503553780002577,0.5500981684133671,0.30972034624876016,0.4670732355225908,B18,11
122,0.11717164455713856,0.6392247916730328,0.4369355050175718,0.9453814701235957,0.5432087030232001,0.28658456866953413,0.4416883282210914,B18,10
123,0.11357945564726049,0.6369303246922737,0.4457067497571008,0.9472461233297157,0.5449837537341572,0.2718856281958674,0.42556043971263013,B18,9
124,0.11889330718394665,0.6381551928173583,0.44195595632107537,0.9445922599809167,0.541810360474825,0.26593975925807967,0.4190365469540761,B18,8
125,0.11986682572521211,0.6349796064304538,0.4383970018130589,0.9440540779418571,0.5385199558318863,0.24545068067011758,0.39655563578230474,B18,7
126,0.11968887951211345,0.6364685215562815,0.4369731629546789,0.9440654902737798,0.539853246402177,0.25623584800173,0.40838927621243726,B18,6
127,0.11599844877020363,0.6335345125488628,0.4550355392353453,0.945994083908071,0.5405840250210514,0.24371594665018395,0.39465226071146303,B18,5
128,0.1205432515654656,0.634819223051196,0.4816641435400491,0.9435536469489733,0.5393463898065126,0.2369986181054949,0.3872819113969971,B18,4
129,0.12556358990138392,0.6380279298613198,0.49093329255700136,0.9410622091974052,0.5372505066207699,0.23775632756678355,0.38811328109574245,B18,3
130,0.12686101898537144,0.6333887829853363,0.47766852341688726,0.940478914338013,0.5338346128147499,0.2246647135843318,0.3737489742885268,B18,2
131,0.11775138689475687,0.631214009741527,0.4667928706134711,0.9451501993832364,0.5395603389376853,0.22799120861372352,0.3773988523905644,B18,1
132,0.123009442046741,0.6313464687119248,0.4540804551633908,0.942385704281713,0.535621755545068,0.21239820576318189,0.36028998580687116,B18,0
1,0.10296372101029189,0.6703053240081553,0.5200144458420478,0.04842698500720093,0.5674714871251882,0.7971114433650847,1.0,B5,167
2,0.10352264780957642,0.6738689148407463,0.5277930947878279,0.04867380625719685,0.5661302982731558,0.7855856928045849,0.987363882395707,B5,166
3,0.10404790299303031,0.6769212093166984,0.523602623317047,0.04892572413580827,0.5658256797473407,0.7731321299591485,0.973710568984027,B5,165
4,0.09959325281221901,0.6768876158080271,0.5170917810378622,0.046602919518322905,0.5682606559211454,0.7730338148737157,0.973602782425987,B5,164
5,0.09933644356453683,0.6762583508607491,0.5103498808405831,0.046599567662116495,0.5683117401225046,0.7723338649140487,0.9728354007304466,B5,163
6,0.10388918138830418,0.6757786117798879,0.5129867235995901,0.04890545961974537,0.5654203119516947,0.7734865928262991,0.9740991800729281,B5,162
7,0.10389883665248123,0.675631298540545,0.5153387404164663,0.04891443756989983,0.5650415653247179,0.7729017875150272,0.9734580358237964,B5,161
8,0.09041640177706686,0.6818667234969256,0.5117800298744043,0.04209589595000314,0.5744757603235745,0.7622504577160665,0.9617805788742254,B5,160
9,0.08570292792280117,0.681296994098377,0.5085079079514657,0.03968956003454025,0.577751421971635,0.761135408252396,0.9605581078443696,B5,159
10,0.0858902680527929,0.6804741184747454,0.504980293275962,0.03969192940334041,0.5780209135391571,0.7609532403751966,0.9603583902894935,B5,158
11,0.08109912430121657,0.6795639328568056,0.49889074373805437,0.03724929125089199,0.5805149179382307,0.7609603691922313,0.9603662058820631,B5,157
12,0.07640664552565814,0.6845429032464952,0.509420061800701,0.034977627414602315,0.5841911606978372,0.7491425707631427,0.9474099051197123,B5,156
13,0.07168868866365254,0.6837450562355575,0.5070862776296721,0.03248180992827251,0.5883151415508431,0.7486323402631447,0.9468505200653966,B5,155
14,0.07172427470725654,0.6826082947477724,0.4988905803717665,0.03248180992827251,0.5882631287836116,0.7482787844241833,0.9464629033859094,B5,154
15,0.07208801675145785,0.6859640649604462,0.4931410429895801,0.032656576143971223,0.5883690675101715,0.7359790102250373,0.9329781943016153,B5,153
16,0.06700208626048884,0.6853482202061056,0.48741917782983474,0.03011693807957978,0.5906985452530928,0.7354219000096256,0.9323674132367621,B5,152
17,0.06182602225592495,0.6848201464966223,0.4879310330860066,0.02755009107468136,0.5931501868341856,0.7359580205481292,0.932955182522508,B5,151
18,0.05664636244904835,0.684238312903536,0.48911905511861153,0.024955036959839003,0.5967139278842912,0.7365125330581904,0.9335631156244255,B5,150
19,0.056737803002801235,0.6836522033893341,0.48918178163965126,0.02495586146546543,0.5968202396942369,0.7361827733159031,0.9332015875085061,B5,149
20,0.08503109369312167,0.680869791066887,0.5097945856295866,0.03926544576163807,0.5777071535315401,0.7863783529824949,0.9882329058207519,B5,148
21,0.0755596683006982,0.6811215818614613,0.5265220483591796,0.03443219393020378,0.5837820719803283,0.7868222642714953,0.9887195826080226,B5,147
22,0.07598656104255858,0.6831324040824465,0.5073136069968378,0.034613845538215414,0.5851904287487106,0.7740716750860931,0.9747406279512348,B5,146
23,0.07140287033741632,0.6853281599097926,0.49028653386266596,0.032309982816656195,0.5881192066684666,0.7622776346731379,0.9618103740033044,B5,145
24,0.07627432980366299,0.6830452374804242,0.48552994683063544,0.03479796173788677,0.5850072294237547,0.7615208683714753,0.9609807023965325,B5,144
25,0.05634670832549801,0.6840267809524323,0.479727532473468,0.02468759242827578,0.5967937603873855,0.7620516119797888,0.9615625767497162,B5,143
26,0.061683930205613156,0.6866092702209062,0.47506515531864363,0.027401721558188617,0.593832714364856,0.7489488049920859,0.9471974723538005,B5,142
27,0.056591545282156326,0.6844614860328573,0.4703849994052828,0.02482140397142476,0.5968855811458648,0.7497860715629809,0.9481153994597562,B5,141
28,0.05651234623858344,0.683151047558655,0.4687997603741376,0.024820857304670627,0.5964304226398159,0.7488787681807753,0.9471206883404967,B5,140
29,0.06191457356165556,0.6858186317341082,0.4701051376437163,0.02755009107468136,0.5926821343194673,0.7361692063386026,0.9331867135165901,B5,139
30,0.05678578502831073,0.6842486859972241,0.47072774293156167,0.02495558663025662,0.5949312603394717,0.7376568368532325,0.9348176592876131,B5,138
31,0.053088057312660836,0.6833807577108356,0.486603713189487,0.976874846973828,0.5927406891060095,0.7917969036114736,0.99417346844469,B5,137
32,0.048553972609476824,0.6855473462409001,0.49502625335351674,0.9792293629780653,0.5958050773497449,0.7678624225762605,0.9679331888576131,B5,136
33,0.04883906422721169,0.6854939983791212,0.4832578174824203,0.9791106525254709,0.594744259272982,0.7556111454674106,0.9545016489732863,B5,135
34,0.051760434356217286,0.6845293673111094,0.4637178749203448,0.9776688299629226,0.5923015651602578,0.7435908235808805,0.9413233140611722,B5,134
35,0.049256764428546304,0.6835128192055867,0.46085168665028475,0.9789337957405166,0.592639347700697,0.7382613210519365,0.9354803782476283,B5,133
36,0.05185198334021347,0.6845260485775804,0.48592628596079934,0.9775529656306947,0.5906802212783807,0.7323251610333726,0.9289723408127769,B5,132
37,0.054851366128756185,0.6842111356029704,0.47304438522592024,0.9760922474839502,0.5895854064762245,0.7199217659362503,0.9153740282068449,B5,131
38,0.05238790813772768,0.6832377637565823,0.46489076478004465,0.977359150943289,0.5904012383622632,0.71365963943947,0.9085086213553906,B5,130
39,0.055235373264655975,0.682872752638659,0.45681484480005374,0.9758927447383432,0.5880456914699002,0.7024411294433661,0.8962093432379564,B5,129
40,0.052372633040046815,0.6814587531648858,0.4690014516691437,0.977234555794147,0.5891644344595177,0.7024457116201785,0.8962143668522344,B5,128
41,0.05522974203671662,0.6828814283548662,0.49656757209979496,0.9758375181058325,0.5881335203291485,0.6965857779232165,0.889789899225643,B5,127
42,0.055406313385630894,0.6829019354062522,0.5047197538843299,0.975765306122447,0.5886024481220488,0.6902818427594771,0.8828786559464615,B5,126
43,0.05757933194052909,0.6841583722079242,0.4828762300142694,0.025360144057623147,0.5938225841745738,0.6962967108726164,0.8894729840514238,B5,125
44,0.055437771963243385,0.681537797411176,0.4786805229122147,0.9757578172511928,0.5896002804862117,0.690682616004155,0.8833180388591644,B5,124
45,0.05577362529477456,0.6803820358121883,0.46134833294621935,0.9756224933155068,0.588159348320391,0.6782746367569833,0.8697147004756343,B5,123
46,0.055911550571738515,0.6805273365831084,0.4568978146662284,0.9754831932773097,0.5874994943706601,0.6670657128849994,0.8574259319897465,B5,122
47,0.05612477952858505,0.6794263930556667,0.458307711475644,0.9754148077569126,0.5866346373580009,0.6605335202529848,0.8502644413884469,B5,121
48,0.04415039061700518,0.6845455734909502,0.6084578304041335,0.9815129703566798,0.5964428313122049,0.7257988710193444,0.9218173214755037,B5,120
49,0.04971544617864049,0.6857731318488878,0.5639436219886551,0.978701030974186,0.5909852538032037,0.7139613616074331,0.9088394108148907,B5,119
50,0.05010260786957072,0.6838662082769991,0.5248296144257204,0.9785136434177053,0.5906381892148069,0.6960096100937675,0.889158224575515,B5,118
51,0.050390246872557,0.681809565793881,0.5053586048988546,0.9783880788782738,0.589197049083788,0.684272574876273,0.8762904675860396,B5,117
52,0.05327570444322718,0.6810308455801648,0.49127515880087635,0.9768877551020395,0.5869298186476104,0.6727615761735136,0.8636705230030464,B5,116
53,0.053341050416421246,0.6797191693391914,0.49414833961068244,0.9768368665517774,0.5848030711356256,0.6669155697668776,0.8572613243932196,B5,115
54,0.05611746570250276,0.6796061316006246,0.5131578266314535,0.9754125145760297,0.583488724610598,0.660909183586,0.8506762953523762,B5,114
55,0.059096368901898455,0.6785742886920446,0.49945060047715667,0.9738984674329499,0.582502725748971,0.6494508046380381,0.838114039802862,B5,113
56,0.062097989008820416,0.6783332779012201,0.49382559611146504,0.9723830454371943,0.5794853208176877,0.6375223244847932,0.8250363944672664,B5,112
57,0.06217567193552905,0.6773459625668795,0.4896741817890797,0.9723040950484231,0.5789901169435908,0.631540393016444,0.818478176055526,B5,111
58,0.06489548450044907,0.6768700411487047,0.5019328654054103,0.9708724530274531,0.5775157056851442,0.6264141845548176,0.812858119240559,B5,110
59,0.06514963389276125,0.6772817262082741,0.5192005909326632,0.970789040253782,0.5775276825957005,0.6199441360296306,0.8057647595811982,B5,109
60,0.06808911948292115,0.6755814156767639,0.511272278760088,0.969337155151915,0.5758109854935672,0.6134426704935201,0.7986369562608556,B5,108
61,0.06838005432111241,0.67571245994715,0.505841098909346,0.9691592380392386,0.5752183837196986,0.6024650867191782,0.786601814700639,B5,107
62,0.07409701266549466,0.6754629030379231,0.497821315457631,0.966240432032871,0.5703072437766312,0.5906346593817794,0.7736316683869767,B5,106
63,0.07144542093726204,0.6740043673504585,0.5103669982513535,0.9676129223619268,0.572341858263718,0.5907425286891423,0.7737499296009969,B5,105
64,0.07474710565319496,0.6743932921400962,0.5066184649797734,0.9660471226613816,0.5700829943853888,0.5784309746412165,0.7602523058215751,B5,104
65,0.07739215002591655,0.6748041833982233,0.5197113104204149,0.9645785000217095,0.5693259837332664,0.573096426152384,0.7544038379307594,B5,103
66,0.07758547405545439,0.6721421906375551,0.5145763295325931,0.9644746133747611,0.5666018932348771,0.567243109438465,0.7479866247537057,B5,102
67,0.08079335943618764,0.6724644992780887,0.5085544872815445,0.9628972532965983,0.5639911963816628,0.5545374594100377,0.7340569385996158,B5,101
68,0.08094593059886637,0.6710024551230291,0.5097999536580795,0.9627953252306837,0.5631026413598017,0.5490969213201801,0.7280922702881513,B5,100
