cycle,chI,chV,chT,disI,disV,BCt,SOH,battery_id,RUL
1,0.008007490430824297,0.7730270529516899,0.39692375138620695,0.00045000000000000595,0.6469757590021182,0.9427354414227829,1.0,B5,167
1,0.008607160704963894,0.7715304904773608,0.39940863713160046,0.00045000000000000595,0.6462697105201224,0.9427354414227829,1.0,B5,167
1,0.008069989736011715,0.7701950464823479,0.40225455971970264,0.00045000000000000595,0.6455636620381267,0.9427354414227829,1.0,B5,167
1,0.007460051591747225,0.7686847081331576,0.40469698926312986,0.00045000000000000595,0.6446222640621323,0.9427354414227829,1.0,B5,167
1,0.009026201480138545,0.7672555410891098,0.40747584885647714,0.00045000000000000595,0.643680866086138,0.9427354414227829,1.0,B5,167
1,0.00838504787296113,0.7658282137358646,0.4100782624181439,0.00045000000000000595,0.6429748176041422,0.9427354414227829,1.0,B5,167
1,0.009763436098870655,0.7645396550905207,0.4124051251848377,0.00045000000000000595,0.6422687691221465,0.9427354414227829,1.0,B5,167
1,0.007556064031189518,0.7631493531130036,0.4150469765548806,0.00045000000000000595,0.6413273711461521,0.9427354414227829,1.0,B5,167
1,0.007994415424331595,0.7617023321472159,0.4178982215271579,0.00045000000000000595,0.6406213226641563,0.9427354414227829,1.0,B5,167
1,0.007382830084380169,0.760345123515718,0.42099091924376564,0.00040000000000001146,0.6399152741821605,0.9427354414227829,1.0,B5,167
1,0.008850423198991557,0.7589786004940077,0.42310965932937444,0.00045000000000000595,0.6389738762061662,0.9427354414227829,1.0,B5,167
1,0.008939226442208176,0.7577422533138732,0.426331371835086,0.00045000000000000595,0.6382678277241705,0.9427354414227829,1.0,B5,167
1,0.008197283942038862,0.7563137616449903,0.42902238533260445,0.00045000000000000595,0.6375617792421747,0.9427354414227829,1.0,B5,167
1,0.0077887769680646275,0.7549395763345945,0.43171364589653016,0.00045000000000000595,0.6366203812661804,0.9427354414227829,1.0,B5,167
1,0.007318413961875781,0.7536893336163274,0.434221701879419,0.00045000000000000595,0.6359143327841845,0.9427354414227829,1.0,B5,167
1,0.008083009419930029,0.7523297189965389,0.4374106079920218,0.00040000000000001146,0.6352082843021888,0.9427354414227829,1.0,B5,167
1,0.008292356809289123,0.751053650797074,0.44047966088677665,0.00045000000000000595,0.634502235820193,0.9427354414227829,1.0,B5,167
1,0.00861548504198008,0.7497304374114621,0.4433682897509445,0.00040000000000001146,0.6337961873381973,0.9427354414227829,1.0,B5,167
1,0.007382069722711858,0.7485111361402449,0.44591221786701746,0.00040000000000001146,0.632854789362203,0.9427354414227829,1.0,B5,167
1,0.008445027019695526,0.7471695313965145,0.4487100108513674,0.00045000000000000595,0.6321487408802071,0.9427354414227829,1.0,B5,167
1,0.006717011574939368,0.7458360537005722,0.45092058830932713,0.00045000000000000595,0.6314426923982114,0.9427354414227829,1.0,B5,167
1,0.008027537142285041,0.7445981988704796,0.4538977500030436,0.00045000000000000595,0.630501294422217,0.9427354414227829,1.0,B5,167
1,0.007486612032938561,0.7434963940831502,0.4566256766494159,0.00040000000000001146,0.6300305954342199,0.9427354414227829,1.0,B5,167
1,0.007632547728187995,0.7421718034242982,0.4596139364192183,0.00045000000000000595,0.6290891974582256,0.9427354414227829,1.0,B5,167
1,0.006279393685376112,0.7409468319254096,0.4620207760717913,0.00040000000000001146,0.6286184984702283,0.9427354414227829,1.0,B5,167
1,0.008017055812033859,0.7396608603059266,0.46452928289890766,0.00045000000000000595,0.627677100494234,0.9427354414227829,1.0,B5,167
1,0.007991660447078762,0.7384764276119966,0.46704658075484556,0.00040000000000001146,0.6269710520122382,0.9427354414227829,1.0,B5,167
1,0.008140321757623423,0.7371805608592649,0.4698127411510222,0.00045000000000000595,0.6262650035302425,0.9427354414227829,1.0,B5,167
1,0.008599384931124086,0.7360261925835989,0.4725289849812249,0.00045000000000000595,0.6255589550482467,0.9427354414227829,1.0,B5,167
1,0.006319360597075966,0.7347908795589141,0.4747246636629416,0.00040000000000001146,0.6248529065662509,0.9427354414227829,1.0,B5,167
1,0.00828391437608431,0.7337635723825973,0.4777211167249174,0.00040000000000001146,0.6241468580842552,0.9427354414227829,1.0,B5,167
1,0.007499886847675974,0.7324952961187376,0.48006658509102357,0.00040000000000001146,0.6234408096022594,0.9427354414227829,1.0,B5,167
1,0.007468685325787886,0.7313098336470234,0.4826030268559869,0.00045000000000000595,0.6227347611202636,0.9427354414227829,1.0,B5,167
1,0.008963690733962967,0.7301837896825106,0.4855193621157093,0.00045000000000000595,0.6220287126382679,0.9427354414227829,1.0,B5,167
1,0.00904465262152534,0.7290257870773175,0.4876463826509812,0.00040000000000001146,0.6213226641562721,0.9427354414227829,1.0,B5,167
1,0.007670185810962761,0.7278559871058138,0.4894572399609644,0.00040000000000001146,0.6208519651682749,0.9427354414227829,1.0,B5,167
1,0.00776390255413725,0.7267440353246644,0.49234724898037974,0.00045000000000000595,0.6201459166862792,0.9427354414227829,1.0,B5,167
1,0.00852310298151231,0.7256695519754679,0.49493055560265586,0.00045000000000000595,0.6194398682042834,0.9427354414227829,1.0,B5,167
1,0.007893707481703167,0.7245840360248446,0.49730285605251984,0.00045000000000000595,0.6187338197222877,0.9427354414227829,1.0,B5,167
1,0.0077025917744556775,0.7235043923463994,0.49960204805353126,0.00045000000000000595,0.6180277712402918,0.9427354414227829,1.0,B5,167
1,0.007561411082487108,0.7223758544539628,0.5020181961016518,0.00045000000000000595,0.6175570722522947,0.9427354414227829,1.0,B5,167
1,0.007873116746791517,0.7212171165879487,0.5040723758491876,0.00045000000000000595,0.616851023770299,0.9427354414227829,1.0,B5,167
1,0.008861397395204588,0.7203302172113171,0.5066466273298076,0.00045000000000000595,0.6161449752883031,0.9427354414227829,1.0,B5,167
1,0.007995329306335116,0.7192573868130977,0.5088103886732445,0.00045000000000000595,0.615674276300306,0.9427354414227829,1.0,B5,167
1,0.007001075274924292,0.7182135987142911,0.5110813425079207,0.00045000000000000595,0.6149682278183103,0.9427354414227829,1.0,B5,167
1,0.007919992316455718,0.717269879003415,0.5133213267138813,0.00045000000000000595,0.6142621793363144,0.9427354414227829,1.0,B5,167
1,0.0075336797282609174,0.7162555645249762,0.5157175723909064,0.00045000000000000595,0.6137914803483173,0.9427354414227829,1.0,B5,167
1,0.008396752685085116,0.7152892731972318,0.5171740138663685,0.00045000000000000595,0.6133207813603201,0.9427354414227829,1.0,B5,167
1,0.008756496649191899,0.714291563488682,0.5194671594580103,0.00045000000000000595,0.6126147328783244,0.9427354414227829,1.0,B5,167
1,0.009285847923400366,0.713432757453193,0.5214920099919655,0.00045000000000000595,0.6119086843963286,0.9427354414227829,1.0,B5,167
1,0.008140070082536515,0.7123981454279474,0.523949755486327,0.00045000000000000595,0.6114379854083314,0.9427354414227829,1.0,B5,167
1,0.007612221937100773,0.7115558741195477,0.5262907264408839,0.00045000000000000595,0.6109672864203343,0.9427354414227829,1.0,B5,167
1,0.007870457662061198,0.7106970701727026,0.5285364993148296,0.00040000000000001146,0.610496587432337,0.9427354414227829,1.0,B5,167
1,0.008332502622508358,0.7097616755977977,0.5302610867929884,0.00045000000000000595,0.6097905389503413,0.9427354414227829,1.0,B5,167
1,0.008567073359084186,0.7089950626230752,0.5326476333236854,0.00040000000000001146,0.6093198399623441,0.9427354414227829,1.0,B5,167
1,0.008922901578128157,0.7081219475153676,0.5344843919316402,0.00040000000000001146,0.608849140974347,0.9427354414227829,1.0,B5,167
1,0.006881950357145583,0.7073507141958799,0.5363030216669077,0.00045000000000000595,0.6083784419863497,0.9427354414227829,1.0,B5,167
1,0.008145691849039165,0.7064913701399358,0.5385491015512195,0.00045000000000000595,0.6079077429983526,0.9427354414227829,1.0,B5,167
1,0.0067556571007138305,0.7057699540326074,0.5408234854793961,0.00040000000000001146,0.6074370440103554,0.9427354414227829,1.0,B5,167
1,0.008501389996331966,0.7048364775732291,0.543061979789323,0.00045000000000000595,0.6069663450223582,0.9427354414227829,1.0,B5,167
1,0.007344556247869737,0.7041362368132903,0.5454515432088815,0.00045000000000000595,0.606495646034361,0.9427354414227829,1.0,B5,167
1,0.008417507421602164,0.7032897656083871,0.5473125266920417,0.00045000000000000595,0.6060249470463639,0.9427354414227829,1.0,B5,167
1,0.008542531355764351,0.7025906374973966,0.5493991942320275,0.00040000000000001146,0.6055542480583667,0.9427354414227829,1.0,B5,167
1,0.008252967450075479,0.701767345942316,0.5522370553935709,0.00045000000000000595,0.6050835490703695,0.9427354414227829,1.0,B5,167
1,0.008744076184389469,0.7009744337750133,0.5545970536956228,0.00045000000000000595,0.6046128500823723,0.9427354414227829,1.0,B5,167
1,0.008579904697018068,0.700223954799724,0.5577977652121014,0.00045000000000000595,0.6041421510943752,0.9427354414227829,1.0,B5,167
1,0.0076023541464911104,0.6994940490659484,0.5601365123477293,0.00045000000000000595,0.603671452106378,0.9427354414227829,1.0,B5,167
1,0.008429551478873799,0.6986217728198665,0.5621155989075648,0.00045000000000000595,0.6032007531183808,0.9427354414227829,1.0,B5,167
1,0.006833389168016499,0.6979537733557931,0.5647208996665243,0.00045000000000000595,0.6027300541303836,0.9427354414227829,1.0,B5,167
1,0.007392151354441628,0.6971061383185866,0.5672365470547602,0.00045000000000000595,0.6022593551423865,0.9427354414227829,1.0,B5,167
1,0.007797687476652204,0.6963440730573834,0.5697820088929878,0.00045000000000000595,0.6017886561543893,0.9427354414227829,1.0,B5,167
1,0.008557839558193227,0.6955960642298267,0.5721274866390951,0.00045000000000000595,0.6013179571663921,0.9427354414227829,1.0,B5,167
1,0.00795698211043445,0.6946925700056493,0.574789591442479,0.00040000000000001146,0.6008472581783949,0.9427354414227829,1.0,B5,167
1,0.008422935832053797,0.6938794202461892,0.5769350263803675,0.00040000000000001146,0.6003765591903978,0.9427354414227829,1.0,B5,167
1,0.008185725476993274,0.693078214750221,0.5796211380956202,0.00040000000000001146,0.5999058602024006,0.9427354414227829,1.0,B5,167
1,0.009230535492493494,0.6922529913921079,0.5822725015719685,0.00040000000000001146,0.5994351612144034,0.9427354414227829,1.0,B5,167
1,0.00807229268465053,0.6914916601871169,0.5851647566471841,0.00045000000000000595,0.5989644622264062,0.9427354414227829,1.0,B5,167
1,0.007429200529837247,0.6905175045122541,0.587612179093696,0.00045000000000000595,0.5982584137444105,0.9427354414227829,1.0,B5,167
1,0.007190902949287934,0.6896217123461291,0.5905091715532248,0.00045000000000000595,0.5977877147564133,0.9427354414227829,1.0,B5,167
1,0.009004663420467114,0.688758995179447,0.5931681763491786,0.00040000000000001146,0.5973170157684161,0.9427354414227829,1.0,B5,167
1,0.008308227070757103,0.687735521512819,0.5970813288121153,0.00040000000000001146,0.596846316780419,0.9427354414227829,1.0,B5,167
1,0.010011389662719125,0.6868420609423554,0.5995625364299566,0.00040000000000001146,0.5963756177924218,0.9427354414227829,1.0,B5,167
1,0.00609810140628893,0.6859418081172662,0.6028121638138213,0.00045000000000000595,0.595669569310426,0.9427354414227829,1.0,B5,167
1,0.007482990482105534,0.6849677087450634,0.6068331646984474,0.00045000000000000595,0.5949635208284303,0.9427354414227829,1.0,B5,167
1,0.008603909695831018,0.6839363021952605,0.6096685451556693,0.00045000000000000595,0.5944928218404331,0.9427354414227829,1.0,B5,167
1,0.00882819048952132,0.6829444196128659,0.6128765028135734,0.00045000000000000595,0.5940221228524359,0.9427354414227829,1.0,B5,167
1,0.007647381830820941,0.6817743729858368,0.6165390908896375,0.00045000000000000595,0.5933160743704401,0.9427354414227829,1.0,B5,167
1,0.008743157409591843,0.6807411494627866,0.6196697617079431,0.00040000000000001146,0.5926100258884444,0.9427354414227829,1.0,B5,167
1,0.007467537996954283,0.6796634621425908,0.6233213364793527,0.00045000000000000595,0.5921393269004472,0.9427354414227829,1.0,B5,167
1,0.008067264992386339,0.678552123847848,0.6262405458991032,0.00040000000000001146,0.5914332784184514,0.9427354414227829,1.0,B5,167
1,0.007982468011777927,0.6773200249578638,0.6300958056631505,0.00040000000000001146,0.5907272299364557,0.9427354414227829,1.0,B5,167
1,0.008839098145333646,0.676127522483223,0.634040308788177,0.00045000000000000595,0.5900211814544599,0.9427354414227829,1.0,B5,167
1,0.008508609364329157,0.6748909741104242,0.6379679517826561,0.00040000000000001146,0.5893151329724642,0.9427354414227829,1.0,B5,167
1,0.009102270398945116,0.6736848087381635,0.6417805479641056,0.00045000000000000595,0.5886090844904683,0.9427354414227829,1.0,B5,167
1,0.008175707069150403,0.6723674504546633,0.6449877890621375,0.00045000000000000595,0.5879030360084727,0.9427354414227829,1.0,B5,167
1,0.009419620013983283,0.6708925449211852,0.64960773611199,0.00045000000000000595,0.5869616380324784,0.9427354414227829,1.0,B5,167
1,0.006800712405415819,0.6694976621925758,0.6527717390634474,0.00045000000000000595,0.5862555895504825,0.9427354414227829,1.0,B5,167
1,0.006875762853174033,0.6679208554430449,0.6566802754823264,0.00040000000000001146,0.5853141915744882,0.9427354414227829,1.0,B5,167
1,0.007965534247630017,0.6662697875089733,0.6603814863653171,0.00040000000000001146,0.5843727935984938,0.9427354414227829,1.0,B5,167
1,0.009515212627077059,0.6646251413005613,0.6638443271668975,0.00045000000000000595,0.5834313956224995,0.9427354414227829,1.0,B5,167
1,0.00813754442502557,0.6628956426834327,0.6682742001124542,0.00045000000000000595,0.5824899976465051,0.9427354414227829,1.0,B5,167
1,0.008163979811748845,0.6609867794797105,0.6727218500091061,0.00045000000000000595,0.5813132501765123,0.9427354414227829,1.0,B5,167
1,0.008203421445975329,0.6589768524354706,0.6764641342432948,0.00045000000000000595,0.5803718522005179,0.9427354414227829,1.0,B5,167
1,0.008508000701220961,0.6567804672481627,0.6807906312556281,0.00045000000000000595,0.5789597552365263,0.9427354414227829,1.0,B5,167
1,0.007876520044933687,0.6543382830070172,0.6846335416267388,0.00045000000000000595,0.5775476582725348,0.9427354414227829,1.0,B5,167
1,0.007840890063820523,0.6516684660260302,0.6893527432912534,0.00045000000000000595,0.5761355613085433,0.9427354414227829,1.0,B5,167
1,0.009129937754466862,0.6488904153466383,0.6936997165293842,0.00045000000000000595,0.5747234643445518,0.9427354414227829,1.0,B5,167
1,0.0076852478711136075,0.6456156831150178,0.6978034493654555,0.00045000000000000595,0.5728406683925631,0.9427354414227829,1.0,B5,167
1,0.008396505351557457,0.6419756502369507,0.7025961178733843,0.00045000000000000595,0.5709578724405744,0.9427354414227829,1.0,B5,167
1,0.007376058453954933,0.6379874323272781,0.7079475023704427,0.00045000000000000595,0.5686043775005885,0.9427354414227829,1.0,B5,167
1,0.009344003197117971,0.6334097604861563,0.7125875469888162,0.00045000000000000595,0.5660155330666039,0.9427354414227829,1.0,B5,167
1,0.007478927679917985,0.628095299916692,0.7174621409529398,0.00045000000000000595,0.5634266886326195,0.9427354414227829,1.0,B5,167
1,0.008880390590836867,0.6222610236123988,0.7233563588259116,0.00045000000000000595,0.5601317957166392,0.9427354414227829,1.0,B5,167
1,0.00824273548954686,0.6155864642964164,0.7281715085037463,0.00045000000000000595,0.5563662038126618,0.9427354414227829,1.0,B5,167
1,0.008842354258244985,0.6078953742845946,0.7339484404396653,0.00045000000000000595,0.5521299129206872,0.9427354414227829,1.0,B5,167
1,0.008771220975199823,0.5993171354368807,0.7405853074796362,0.00045000000000000595,0.5476582725347141,0.9427354414227829,1.0,B5,167
1,0.008534571083409461,0.5893728184278667,0.7463110250990276,0.00045000000000000595,0.542009884678748,0.9427354414227829,1.0,B5,167
1,0.008856468325142234,0.5780292388484242,0.7536077142015477,0.00040000000000001146,0.5358907978347848,0.9427354414227829,1.0,B5,167
1,0.008547849232345143,0.5649142960186997,0.7604071401872483,0.00045000000000000595,0.5288303130148271,0.9427354414227829,1.0,B5,167
1,0.007710133837267176,0.549734837784696,0.7680014529100497,0.00040000000000001146,0.520828430218875,0.9427354414227829,1.0,B5,167
1,0.007016768523644665,0.5321291481564625,0.7753402102461512,0.00045000000000000595,0.5114144504589315,0.9427354414227829,1.0,B5,167
1,0.008840145731879922,0.5111699476774727,0.7831248082077792,0.00045000000000000595,0.5001176747469993,0.9427354414227829,1.0,B5,167
1,0.007307059869778768,0.4855897487313799,0.7918930679822683,0.00045000000000000595,0.48670275358907983,0.9427354414227829,1.0,B5,167
1,0.009078556684295717,0.4522653768056742,0.8008492262847428,0.00045000000000000595,0.4702282890091787,0.9427354414227829,1.0,B5,167
1,0.007358801374892233,0.40869437100008904,0.8107734010709227,0.00040000000000001146,0.44857613556130854,0.9427354414227829,1.0,B5,167
1,0.008081819384261366,0.35069459877205533,0.8229364735640575,0.00045000000000000595,0.4193927983054837,0.9427354414227829,1.0,B5,167
1,0.9942566793903369,0.50518667091842,0.8269684266807605,0.4999,0.0,0.9427354414227829,1.0,B5,167
1,0.9948811633603174,0.5341198945375699,0.8150000793073634,0.49985,0.00023534949399858793,0.9427354414227829,1.0,B5,167
1,0.996205729439587,0.5525144677417182,0.7992339383566526,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9957146322474212,0.5654870300494862,0.7823890449169958,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9958211738927115,0.575202766698269,0.7642273206868256,0.49985,0.00023534949399858793,0.9427354414227829,1.0,B5,167
1,0.9955068190498109,0.5824615441788484,0.7475822561834988,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9948122980982957,0.588474464076376,0.7303680262176487,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9955548797129617,0.5934471408880098,0.714205079701313,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9946214508333118,0.5975748610158153,0.6976977407057721,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9964328762461058,0.6013170955298218,0.6822545712914716,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9966769991791032,0.6044212413410738,0.6664829169758579,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9950135527628363,0.6071333964915004,0.6515613272583707,0.4999,0.0,0.9427354414227829,1.0,B5,167
1,0.9955765518860791,0.6095730812364258,0.6366287914478758,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9955671678751231,0.6117427231506568,0.6224275253854911,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9961200581869021,0.6137093862470394,0.6086449553838553,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9961289367089412,0.6153825774940614,0.5949694702463405,0.49985,0.0,0.9427354414227829,1.0,B5,167
1,0.9931137292787051,0.6169702279695577,0.5815815137663185,0.49985,0.0,0.9427354414227829,1.0,B5,167
2,0.9963296870213156,0.9825532579946915,0.08923538220995204,0.49985,0.0,0.9259028123389842,0.9821449068909568,B5,166
2,0.9958874181424062,0.9821959951616646,0.08862576508693666,0.49985,0.9894092727700635,0.9259028123389842,0.9821449068909568,B5,166
2,0.007092456041867145,0.8981816292058727,0.0913208536467246,0.00040000000000001146,0.7192280536596847,0.9259028123389842,0.9821449068909568,B5,166
2,0.007559257903863879,0.8892754224750797,0.0995293966994895,0.00045000000000000595,0.7116968698517299,0.9259028123389842,0.9821449068909568,B5,166
2,0.008004262084472531,0.8825172708371071,0.10922227080653416,0.00040000000000001146,0.7067545304777596,0.9259028123389842,0.9821449068909568,B5,166
2,0.00875282199452373,0.8769256874958393,0.11851230567317363,0.00045000000000000595,0.7020475405977878,0.9259028123389842,0.9821449068909568,B5,166
2,0.008581517098151047,0.8722081171128679,0.12830232666286726,0.00045000000000000595,0.6996940456578019,0.9259028123389842,0.9821449068909568,B5,166
2,0.008110828372310268,0.8680234928174757,0.1382031817063853,0.00045000000000000595,0.697340550717816,0.9259028123389842,0.9821449068909568,B5,166
2,0.007713668349324705,0.864333424971501,0.14787220117702501,0.00045000000000000595,0.6952224052718288,0.9259028123389842,0.9821449068909568,B5,166
2,0.009521888689279794,0.8609162706706037,0.15779636456079377,0.00045000000000000595,0.6933396093198401,0.9259028123389842,0.9821449068909568,B5,166
2,0.008247312583316742,0.8577244721000933,0.16674630735668525,0.00040000000000001146,0.6914568133678514,0.9259028123389842,0.9821449068909568,B5,166
2,0.006848968009434638,0.854708468376121,0.17584563750329732,0.00045000000000000595,0.6898093669098612,0.9259028123389842,0.9821449068909568,B5,166
2,0.007194884238924697,0.8519242091538567,0.18580954138700992,0.00045000000000000595,0.6883972699458696,0.9259028123389842,0.9821449068909568,B5,166
2,0.007912184450581247,0.8492882853456527,0.19475336878619084,0.0005000000000000004,0.6869851729818781,0.9259028123389842,0.9821449068909568,B5,166
2,0.007909148685476689,0.8467475559933507,0.20353664172233038,0.00045000000000000595,0.6855730760178865,0.9259028123389842,0.9821449068909568,B5,166
2,0.007948934236479374,0.8443002613417585,0.21234744368422226,0.00045000000000000595,0.6841609790538951,0.9259028123389842,0.9821449068909568,B5,166
